Wall time,Step,Value
1771679279.8734286,5,-35.240718841552734
1771679397.1714199,6,-32.9105110168457
1771680007.3027723,11,-21.091001510620117
1771680323.799124,14,-29.179481506347656
1771680440.4355164,15,-16.14195442199707
1771680802.379942,18,-44.61505889892578
1771680914.3392522,19,-8.271735191345215
1771681020.810205,20,9.263257026672363
1771681447.2421982,24,-30.99351692199707
1771682733.8261857,36,-11.033785820007324
1771683167.101267,40,-3.7107911109924316
1771683351.1962225,42,-31.592077255249023
1771683534.541483,44,18.411745071411133
1771683642.0677326,45,51.89145278930664
1771683824.4160824,47,-8.311010360717773
1771684399.3487532,53,69.78931427001953
1771684495.584387,54,-63.017513275146484
1771684591.4887753,55,-10.94585132598877
1771684685.4880884,56,9.774084091186523
1771684773.189329,57,-18.708250045776367
1771685308.8406687,63,-25.525802612304688
1771685489.3486469,65,-26.861156463623047
1771685668.1725156,67,-30.980318069458008
1771685760.2656326,68,-25.35740852355957
1771686031.2482119,71,14.652809143066406
1771686119.7779477,72,7.815013408660889
1771686208.5671308,73,-19.474857330322266
1771686297.1861796,74,-31.245067596435547
1771686739.385085,79,-27.685794830322266
1771687181.5616605,84,-4.087549686431885
1771687447.85199,87,-22.35085105895996
1771687536.043038,88,-34.123069763183594
1771688068.6362064,94,36.51246643066406
1771688777.224229,102,-12.73615837097168
1771689043.349706,105,-11.802206039428711
1771689131.9458852,106,27.26496696472168
1771689753.8780868,113,-8.682242393493652
1771690019.9620621,116,-42.72670364379883
1771690194.7039213,118,50.625022888183594
1771690812.056419,125,-27.088132858276367
1771690899.5640767,126,-21.809261322021484
1771691167.757285,129,5.490311145782471
1771691255.79737,130,-48.15549850463867
1771691888.7858121,137,-17.828271865844727
1771692070.0406568,139,12.355754852294922
1771692247.7958107,141,1.4822971820831299
1771692335.9349117,142,4.9376959800720215
1771692424.0557516,143,-36.5712890625
1771693042.0140698,150,-2.449650526046753
1771693488.9100559,155,17.909643173217773
1771693666.903408,157,9.874935150146484
1771693754.6928427,158,7.567749500274658
1771694110.2441554,162,-16.22606086730957
1771694556.1148667,167,-18.33370018005371
1771694644.9146376,168,13.606060981750488
1771694912.414069,171,5.417149543762207
1771695443.438552,177,-40.09394073486328
1771695530.879185,178,0.7647577524185181
1771695707.27345,180,7.808072090148926
1771695971.5467398,183,-2.934251308441162
1771696146.6447835,185,-4.304416656494141
1771696234.8165474,186,-12.506369590759277
