Wall time,Step,Value
1771402477.063054,0,264.58880615234375
1771402564.8664517,1,159.12481689453125
1771402653.9799495,2,147.28717041015625
1771402742.2663455,3,190.25177001953125
1771402828.3637435,4,133.393798828125
1771402921.8825083,5,126.73810577392578
1771403012.9487288,6,104.05465698242188
1771403103.6463163,7,108.7275390625
1771403189.630839,8,109.38846588134766
1771403278.0183592,9,79.56869506835938
1771403364.789882,10,126.40892028808594
1771403450.3425179,11,93.19789123535156
1771403537.167495,12,56.87019348144531
1771403623.323531,13,80.13359069824219
1771403710.0456283,14,63.457557678222656
1771403796.3541207,15,66.23734283447266
1771403882.999369,16,62.432342529296875
1771403969.8724911,17,63.53390884399414
1771404055.6427503,18,124.22683715820312
1771404141.8739781,19,53.85141372680664
1771404228.1698456,20,62.86587905883789
1771404317.1104894,21,63.252220153808594
1771404409.536147,22,55.30242156982422
1771404496.3848088,23,58.93876266479492
1771404583.5376112,24,51.24142074584961
1771404669.6011786,25,74.43994140625
1771404755.876285,26,57.89677047729492
1771404842.9136572,27,67.2320556640625
1771404929.0754938,28,68.7487564086914
1771405014.7104564,29,51.980812072753906
1771405100.7721865,30,58.57157897949219
1771405186.628373,31,56.96951675415039
1771405272.1721733,32,67.66633605957031
1771405357.9595346,33,54.40400314331055
1771405443.9498427,34,64.0938720703125
1771405529.5399702,35,75.14779663085938
1771405616.536978,36,47.978172302246094
1771405702.7285597,37,55.681243896484375
1771405787.6392307,38,49.711299896240234
1771405872.9422584,39,53.17588424682617
1771405959.4004178,40,51.24628448486328
1771406044.868143,41,53.86949920654297
1771406130.8855958,42,57.1846923828125
1771406217.3100514,43,47.52558517456055
1771406303.089542,44,44.07217025756836
1771406388.6998663,45,85.67507934570312
1771406474.556522,46,48.06359100341797
1771406563.3097706,47,43.64430236816406
1771406650.0262709,48,46.13239669799805
1771406736.6200984,49,62.40121841430664
1771406823.425822,50,54.84551239013672
1771406910.1126082,51,66.65764617919922
1771406996.7389774,52,39.55833053588867
1771407084.5746605,53,54.794620513916016
1771407171.2136807,54,54.6132698059082
1771407258.8180153,55,37.56795120239258
1771407346.1493769,56,70.80714416503906
1771407434.6084723,57,60.51261520385742
1771407522.425483,58,59.887786865234375
1771407610.03785,59,60.043914794921875
1771407696.7822642,60,45.65259552001953
1771407786.1128993,61,39.42537307739258
1771407872.302285,62,48.45460510253906
1771407959.0170107,63,50.311363220214844
1771408045.1449053,64,39.68955993652344
1771408130.6620474,65,46.236175537109375
1771408217.1841202,66,50.86347579956055
1771408303.2361717,67,37.248016357421875
1771408389.14827,68,46.6701545715332
1771408475.5475473,69,74.1151123046875
1771408561.9809482,70,50.418792724609375
1771408648.2273917,71,39.383636474609375
1771408735.7934802,72,57.1124267578125
1771408822.4029903,73,50.41974639892578
1771408908.765419,74,54.854305267333984
1771408995.1872334,75,65.18563842773438
1771409082.5321128,76,53.132362365722656
1771409170.1196005,77,41.115150451660156
1771409255.9531496,78,36.95372009277344
1771409342.5061033,79,48.36262130737305
1771409428.8392222,80,42.0393180847168
1771409515.8751855,81,58.86876678466797
1771409602.7394679,82,48.07229995727539
1771409689.3763084,83,48.68311309814453
1771409776.0901964,84,32.78740310668945
1771409862.6366158,85,59.057212829589844
1771409949.117089,86,43.05664825439453
1771410035.7145965,87,61.19002151489258
1771410122.8154094,88,55.379966735839844
1771410209.725777,89,50.26607894897461
1771410296.4949515,90,45.84221649169922
1771410382.718863,91,38.46818161010742
1771410470.284447,92,37.43693923950195
1771410556.902121,93,54.38216781616211
1771410643.6509528,94,48.03719711303711
1771410730.9265907,95,34.56955337524414
1771410817.1032581,96,60.67446517944336
1771410904.380743,97,44.777503967285156
1771410991.4357524,98,37.928470611572266
1771411077.6731107,99,38.98460006713867
1771411164.1894474,100,48.47881317138672
1771411251.8581078,101,50.46995544433594
1771411339.68213,102,47.566036224365234
1771411429.3944252,103,45.428497314453125
1771411520.2798934,104,45.83584976196289
1771411608.1873777,105,51.43696594238281
1771411695.7249577,106,60.71473693847656
1771411781.426291,107,47.05851745605469
1771411867.3777766,108,34.21605682373047
1771411953.2249298,109,43.174137115478516
1771412038.762216,110,44.52544021606445
1771412124.6680822,111,47.54029846191406
1771412210.3756447,112,59.0862922668457
1771412296.2431238,113,42.78533172607422
1771412381.7050421,114,47.12687683105469
1771412470.2132177,115,34.95513916015625
1771412557.0948498,116,45.83749771118164
1771412643.4193075,117,54.7584342956543
1771412729.9347413,118,45.40675354003906
1771412816.634441,119,37.95853805541992
1771412902.7634537,120,53.14419174194336
1771412989.1589596,121,33.74736022949219
1771413075.2923331,122,60.85401153564453
1771413162.9741848,123,54.256710052490234
1771413250.353029,124,45.202423095703125
1771413336.259155,125,44.03338623046875
1771413421.9388254,126,39.98395538330078
1771413507.636977,127,52.13603210449219
1771413593.6739628,128,39.60076141357422
1771413679.9163876,129,40.3394660949707
1771413766.257323,130,41.3330078125
1771413852.379364,131,56.273685455322266
1771413939.4602783,132,40.00458908081055
1771414025.5687318,133,40.255226135253906
1771414113.603357,134,33.43656539916992
1771414200.4999673,135,39.7018928527832
1771414289.5227852,136,47.03196334838867
1771414391.3299968,137,49.995208740234375
1771414489.7687252,138,46.22017288208008
1771414580.8888054,139,38.87945556640625
1771414666.9301083,140,47.299991607666016
1771414753.433021,141,47.37090301513672
1771414840.0035126,142,51.809810638427734
1771414926.405568,143,45.22154998779297
1771415012.7542133,144,47.98521041870117
1771415113.8836813,145,41.02743148803711
